episode,total_reward,wait_time,epsilon,alpha,gamma
1495,33,2,0.2,0.1,0.9
1496,-123,65,0.2,0.1,0.9
1497,41,9,0.2,0.1,0.9
1498,22,9,0.2,0.1,0.9
1499,7,18,0.2,0.1,0.9
1500,13,18,0.2,0.1,0.9
1501,18,12,0.2,0.1,0.9
1502,33,25,0.2,0.1,0.9
1503,48,20,0.2,0.1,0.9
1504,23,8,0.2,0.1,0.9
1505,1,15,0.2,0.1,0.9
1506,40,18,0.2,0.1,0.9
1507,2,26,0.2,0.1,0.9
1508,31,3,0.2,0.1,0.9
1509,52,16,0.2,0.1,0.9
1510,28,5,0.2,0.1,0.9
1511,42,9,0.2,0.1,0.9
1512,42,8,0.2,0.1,0.9
1513,33,17,0.2,0.1,0.9
1514,-1,32,0.2,0.1,0.9
1515,23,17,0.2,0.1,0.9
1516,33,2,0.2,0.1,0.9
1517,1,21,0.2,0.1,0.9
1518,18,0,0.2,0.1,0.9
1519,41,9,0.2,0.1,0.9
1520,43,14,0.2,0.1,0.9
1521,24,14,0.2,0.1,0.9
1522,40,18,0.2,0.1,0.9
1523,16,6,0.2,0.1,0.9
1524,33,2,0.2,0.1,0.9
1525,7,19,0.2,0.1,0.9
1526,14,10,0.2,0.1,0.9
1527,30,24,0.2,0.1,0.9
1528,21,7,0.2,0.1,0.9
1529,24,7,0.2,0.1,0.9
1530,55,13,0.2,0.1,0.9
1531,21,18,0.2,0.1,0.9
1532,24,8,0.2,0.1,0.9
1533,23,8,0.2,0.1,0.9
1534,-61,45,0.2,0.1,0.9
1535,-43,39,0.2,0.1,0.9
1536,31,3,0.2,0.1,0.9
1537,14,7,0.2,0.1,0.9
1538,10,12,0.2,0.1,0.9
1539,10,12,0.2,0.1,0.9
1540,5,22,0.2,0.1,0.9
1541,28,6,0.2,0.1,0.9
1542,42,9,0.2,0.1,0.9
1543,18,0,0.2,0.1,0.9
1544,29,4,0.2,0.1,0.9
1545,21,17,0.2,0.1,0.9
1546,23,10,0.2,0.1,0.9
1547,29,6,0.2,0.1,0.9
1548,27,14,0.2,0.1,0.9
1549,32,16,0.2,0.1,0.9
1550,21,7,0.2,0.1,0.9
1551,18,21,0.2,0.1,0.9
1552,8,14,0.2,0.1,0.9
1553,31,4,0.2,0.1,0.9
1554,11,25,0.2,0.1,0.9
1555,20,23,0.2,0.1,0.9
1556,1,7,0.2,0.1,0.9
1557,18,8,0.2,0.1,0.9
1558,27,5,0.2,0.1,0.9
1559,16,5,0.2,0.1,0.9
1560,30,4,0.2,0.1,0.9
1561,8,22,0.2,0.1,0.9
1562,-7,13,0.2,0.1,0.9
1563,8,16,0.2,0.1,0.9
1564,13,15,0.2,0.1,0.9
1565,39,12,0.2,0.1,0.9
1566,37,14,0.2,0.1,0.9
1567,30,4,0.2,0.1,0.9
1568,21,10,0.2,0.1,0.9
1569,42,24,0.2,0.1,0.9
1570,41,10,0.2,0.1,0.9
1571,20,31,0.2,0.1,0.9
1572,36,21,0.2,0.1,0.9
1573,-5,11,0.2,0.1,0.9
1574,-18,29,0.2,0.1,0.9
1575,18,0,0.2,0.1,0.9
1576,33,2,0.2,0.1,0.9
1577,27,7,0.2,0.1,0.9
1578,12,4,0.2,0.1,0.9
1579,48,20,0.2,0.1,0.9
1580,36,14,0.2,0.1,0.9
1581,24,8,0.2,0.1,0.9
1582,2,10,0.2,0.1,0.9
1583,38,13,0.2,0.1,0.9
1584,9,14,0.2,0.1,0.9
1585,25,7,0.2,0.1,0.9
1586,18,12,0.2,0.1,0.9
1587,25,7,0.2,0.1,0.9
1588,21,11,0.2,0.1,0.9
1589,3,15,0.2,0.1,0.9
1590,53,15,0.2,0.1,0.9
1591,29,5,0.2,0.1,0.9
1592,37,13,0.2,0.1,0.9
1593,33,2,0.2,0.1,0.9
1594,5,8,0.2,0.1,0.9
1595,30,4,0.2,0.1,0.9
1596,33,12,0.2,0.1,0.9
1597,30,13,0.2,0.1,0.9
1598,16,6,0.2,0.1,0.9
1599,17,31,0.2,0.1,0.9
1600,6,8,0.2,0.1,0.9
1601,38,12,0.2,0.1,0.9
1602,27,6,0.2,0.1,0.9
1603,27,21,0.2,0.1,0.9
1604,18,22,0.2,0.1,0.9
1605,4,36,0.2,0.1,0.9
1606,25,16,0.2,0.1,0.9
1607,13,20,0.2,0.1,0.9
1608,-22,39,0.2,0.1,0.9
1609,-36,43,0.2,0.1,0.9
1610,13,7,0.2,0.1,0.9
1611,36,14,0.2,0.1,0.9
1612,38,21,0.2,0.1,0.9
1613,-15,39,0.2,0.1,0.9
1614,-108,95,0.2,0.1,0.9
1615,27,21,0.2,0.1,0.9
1616,8,21,0.2,0.1,0.9
1617,10,19,0.2,0.1,0.9
1618,19,21,0.2,0.1,0.9
1619,-25,28,0.2,0.1,0.9
1620,30,13,0.2,0.1,0.9
1621,28,5,0.2,0.1,0.9
1622,30,4,0.2,0.1,0.9
1623,42,16,0.2,0.1,0.9
1624,21,11,0.2,0.1,0.9
1625,-6,8,0.2,0.1,0.9
1626,1,25,0.2,0.1,0.9
1627,19,10,0.2,0.1,0.9
1628,24,8,0.2,0.1,0.9
1629,15,7,0.2,0.1,0.9
1630,-7,22,0.2,0.1,0.9
1631,19,29,0.2,0.1,0.9
1632,14,8,0.2,0.1,0.9
1633,-32,15,0.2,0.1,0.9
1634,22,10,0.2,0.1,0.9
1635,2,20,0.2,0.1,0.9
1636,49,19,0.2,0.1,0.9
1637,43,8,0.2,0.1,0.9
1638,9,21,0.2,0.1,0.9
1639,57,12,0.2,0.1,0.9
1640,34,16,0.2,0.1,0.9
1641,40,10,0.2,0.1,0.9
1642,24,18,0.2,0.1,0.9
1643,51,17,0.2,0.1,0.9
1644,4,25,0.2,0.1,0.9
1645,27,13,0.2,0.1,0.9
1646,28,5,0.2,0.1,0.9
1647,31,24,0.2,0.1,0.9
1648,23,10,0.2,0.1,0.9
1649,27,6,0.2,0.1,0.9
1650,34,14,0.2,0.1,0.9
1651,38,12,0.2,0.1,0.9
1652,52,22,0.2,0.1,0.9
1653,4,11,0.2,0.1,0.9
1654,30,9,0.2,0.1,0.9
1655,35,15,0.2,0.1,0.9
1656,25,7,0.2,0.1,0.9
1657,53,15,0.2,0.1,0.9
1658,-2,21,0.2,0.1,0.9
1659,17,10,0.2,0.1,0.9
1660,14,6,0.2,0.1,0.9
1661,42,15,0.2,0.1,0.9
1662,66,20,0.2,0.1,0.9
1663,-25,39,0.2,0.1,0.9
1664,-1,11,0.2,0.1,0.9
1665,40,10,0.2,0.1,0.9
1666,37,22,0.2,0.1,0.9
1667,1,23,0.2,0.1,0.9
1668,38,22,0.2,0.1,0.9
1669,16,13,0.2,0.1,0.9
1670,27,6,0.2,0.1,0.9
1671,42,9,0.2,0.1,0.9
1672,27,13,0.2,0.1,0.9
1673,25,7,0.2,0.1,0.9
1674,53,15,0.2,0.1,0.9
1675,22,15,0.2,0.1,0.9
1676,20,20,0.2,0.1,0.9
1677,28,20,0.2,0.1,0.9
1678,36,14,0.2,0.1,0.9
1679,6,8,0.2,0.1,0.9
1680,-55,55,0.2,0.1,0.9
1681,10,12,0.2,0.1,0.9
1682,17,13,0.2,0.1,0.9
1683,18,0,0.2,0.1,0.9
1684,31,3,0.2,0.1,0.9
1685,18,4,0.2,0.1,0.9
1686,7,9,0.2,0.1,0.9
1687,12,11,0.2,0.1,0.9
1688,20,20,0.2,0.1,0.9
1689,43,8,0.2,0.1,0.9
1690,43,8,0.2,0.1,0.9
1691,31,3,0.2,0.1,0.9
1692,0,8,0.2,0.1,0.9
1693,-17,14,0.2,0.1,0.9
1694,44,7,0.2,0.1,0.9
1695,40,11,0.2,0.1,0.9
1696,-38,37,0.2,0.1,0.9
1697,38,13,0.2,0.1,0.9
1698,41,9,0.2,0.1,0.9
1699,31,3,0.2,0.1,0.9
1700,30,4,0.2,0.1,0.9
1701,57,12,0.2,0.1,0.9
1702,16,16,0.2,0.1,0.9
1703,47,21,0.2,0.1,0.9
1704,27,6,0.2,0.1,0.9
1705,-4,20,0.2,0.1,0.9
1706,14,6,0.2,0.1,0.9
1707,24,8,0.2,0.1,0.9
1708,26,22,0.2,0.1,0.9
1709,51,16,0.2,0.1,0.9
1710,31,3,0.2,0.1,0.9
1711,-45,36,0.2,0.1,0.9
1712,27,5,0.2,0.1,0.9
1713,16,5,0.2,0.1,0.9
1714,32,11,0.2,0.1,0.9
1715,55,13,0.2,0.1,0.9
1716,16,16,0.2,0.1,0.9
1717,11,12,0.2,0.1,0.9
1718,66,20,0.2,0.1,0.9
1719,12,4,0.2,0.1,0.9
1720,-3,16,0.2,0.1,0.9
1721,28,5,0.2,0.1,0.9
1722,8,12,0.2,0.1,0.9
1723,0,29,0.2,0.1,0.9
1724,30,20,0.2,0.1,0.9
1725,21,6,0.2,0.1,0.9
1726,18,0,0.2,0.1,0.9
1727,33,17,0.2,0.1,0.9
1728,32,13,0.2,0.1,0.9
1729,29,11,0.2,0.1,0.9
1730,29,10,0.2,0.1,0.9
1731,34,20,0.2,0.1,0.9
1732,12,18,0.2,0.1,0.9
1733,25,8,0.2,0.1,0.9
1734,-2,12,0.2,0.1,0.9
1735,28,6,0.2,0.1,0.9
1736,13,13,0.2,0.1,0.9
1737,25,18,0.2,0.1,0.9
1738,27,6,0.2,0.1,0.9
1739,39,12,0.2,0.1,0.9
1740,46,6,0.2,0.1,0.9
1741,37,27,0.2,0.1,0.9
1742,31,3,0.2,0.1,0.9
1743,-17,23,0.2,0.1,0.9
1744,43,8,0.2,0.1,0.9
1745,23,4,0.2,0.1,0.9
1746,-3,8,0.2,0.1,0.9
1747,31,11,0.2,0.1,0.9
1748,-213,100,0.2,0.1,0.9
1749,-5,16,0.2,0.1,0.9
1750,37,11,0.2,0.1,0.9
1751,9,19,0.2,0.1,0.9
1752,17,23,0.2,0.1,0.9
1753,45,19,0.2,0.1,0.9
1754,27,5,0.2,0.1,0.9
1755,33,2,0.2,0.1,0.9
1756,27,19,0.2,0.1,0.9
1757,30,4,0.2,0.1,0.9
1758,28,16,0.2,0.1,0.9
1759,33,15,0.2,0.1,0.9
1760,18,5,0.2,0.1,0.9
1761,-20,12,0.2,0.1,0.9
1762,-22,32,0.2,0.1,0.9
1763,37,14,0.2,0.1,0.9
1764,39,27,0.2,0.1,0.9
1765,18,0,0.2,0.1,0.9
1766,44,22,0.2,0.1,0.9
1767,42,10,0.2,0.1,0.9
1768,35,21,0.2,0.1,0.9
1769,18,28,0.2,0.1,0.9
1770,29,4,0.2,0.1,0.9
1771,34,11,0.2,0.1,0.9
1772,30,20,0.2,0.1,0.9
1773,27,5,0.2,0.1,0.9
1774,13,14,0.2,0.1,0.9
1775,15,2,0.2,0.1,0.9
1776,51,18,0.2,0.1,0.9
1777,38,12,0.2,0.1,0.9
1778,25,16,0.2,0.1,0.9
1779,33,2,0.2,0.1,0.9
1780,16,12,0.2,0.1,0.9
1781,15,21,0.2,0.1,0.9
1782,17,25,0.2,0.1,0.9
1783,23,9,0.2,0.1,0.9
1784,38,13,0.2,0.1,0.9
1785,4,11,0.2,0.1,0.9
1786,33,2,0.2,0.1,0.9
1787,20,22,0.2,0.1,0.9
1788,43,15,0.2,0.1,0.9
1789,20,24,0.2,0.1,0.9
1790,-28,30,0.2,0.1,0.9
1791,15,2,0.2,0.1,0.9
1792,-30,49,0.2,0.1,0.9
1793,16,6,0.2,0.1,0.9
1794,46,6,0.2,0.1,0.9
1795,38,20,0.2,0.1,0.9
1796,38,10,0.2,0.1,0.9
1797,18,14,0.2,0.1,0.9
1798,19,20,0.2,0.1,0.9
1799,14,19,0.2,0.1,0.9
1800,27,13,0.2,0.1,0.9
1801,25,8,0.2,0.1,0.9
1802,-50,36,0.2,0.1,0.9
1803,44,7,0.2,0.1,0.9
1804,6,36,0.2,0.1,0.9
1805,33,2,0.2,0.1,0.9
1806,31,3,0.2,0.1,0.9
1807,18,0,0.2,0.1,0.9
1808,-1,20,0.2,0.1,0.9
1809,23,7,0.2,0.1,0.9
1810,2,10,0.2,0.1,0.9
1811,12,8,0.2,0.1,0.9
1812,21,9,0.2,0.1,0.9
1813,24,9,0.2,0.1,0.9
1814,19,5,0.2,0.1,0.9
1815,-40,28,0.2,0.1,0.9
1816,46,6,0.2,0.1,0.9
1817,29,12,0.2,0.1,0.9
1818,39,12,0.2,0.1,0.9
1819,53,15,0.2,0.1,0.9
1820,36,14,0.2,0.1,0.9
1821,24,16,0.2,0.1,0.9
1822,26,11,0.2,0.1,0.9
1823,26,6,0.2,0.1,0.9
1824,0,11,0.2,0.1,0.9
1825,29,4,0.2,0.1,0.9
1826,17,16,0.2,0.1,0.9
1827,17,21,0.2,0.1,0.9
1828,22,10,0.2,0.1,0.9
1829,31,10,0.2,0.1,0.9
1830,27,7,0.2,0.1,0.9
1831,31,10,0.2,0.1,0.9
1832,25,8,0.2,0.1,0.9
1833,9,20,0.2,0.1,0.9
1834,38,10,0.2,0.1,0.9
1835,35,15,0.2,0.1,0.9
1836,24,8,0.2,0.1,0.9
1837,7,11,0.2,0.1,0.9
1838,34,24,0.2,0.1,0.9
1839,30,28,0.2,0.1,0.9
1840,22,10,0.2,0.1,0.9
1841,33,2,0.2,0.1,0.9
1842,0,12,0.2,0.1,0.9
1843,44,7,0.2,0.1,0.9
1844,-150,94,0.2,0.1,0.9
1845,26,14,0.2,0.1,0.9
1846,37,24,0.2,0.1,0.9
1847,32,16,0.2,0.1,0.9
1848,25,14,0.2,0.1,0.9
1849,19,11,0.2,0.1,0.9
1850,28,22,0.2,0.1,0.9
1851,-41,47,0.2,0.1,0.9
1852,12,4,0.2,0.1,0.9
1853,4,16,0.2,0.1,0.9
1854,-17,33,0.2,0.1,0.9
1855,42,8,0.2,0.1,0.9
1856,29,4,0.2,0.1,0.9
1857,26,6,0.2,0.1,0.9
1858,38,12,0.2,0.1,0.9
1859,15,17,0.2,0.1,0.9
1860,-72,78,0.2,0.1,0.9
1861,26,6,0.2,0.1,0.9
1862,25,8,0.2,0.1,0.9
1863,0,20,0.2,0.1,0.9
1864,23,10,0.2,0.1,0.9
1865,-23,18,0.2,0.1,0.9
1866,2,25,0.2,0.1,0.9
1867,28,5,0.2,0.1,0.9
1868,16,14,0.2,0.1,0.9
1869,-149,96,0.2,0.1,0.9
1870,46,6,0.2,0.1,0.9
1871,5,14,0.2,0.1,0.9
1872,38,13,0.2,0.1,0.9
1873,9,19,0.2,0.1,0.9
1874,18,20,0.2,0.1,0.9
1875,39,22,0.2,0.1,0.9
1876,39,19,0.2,0.1,0.9
1877,0,22,0.2,0.1,0.9
1878,-93,67,0.2,0.1,0.9
1879,40,10,0.2,0.1,0.9
1880,37,13,0.2,0.1,0.9
1881,39,12,0.2,0.1,0.9
1882,18,0,0.2,0.1,0.9
1883,14,8,0.2,0.1,0.9
1884,31,20,0.2,0.1,0.9
1885,21,33,0.2,0.1,0.9
1886,-37,32,0.2,0.1,0.9
1887,21,11,0.2,0.1,0.9
1888,26,22,0.2,0.1,0.9
1889,36,23,0.2,0.1,0.9
1890,22,10,0.2,0.1,0.9
1891,12,33,0.2,0.1,0.9
1892,23,15,0.2,0.1,0.9
1893,15,8,0.2,0.1,0.9
1894,22,24,0.2,0.1,0.9
1895,28,14,0.2,0.1,0.9
1896,24,8,0.2,0.1,0.9
1897,11,28,0.2,0.1,0.9
1898,53,15,0.2,0.1,0.9
1899,40,12,0.2,0.1,0.9
1900,32,17,0.2,0.1,0.9
1901,29,4,0.2,0.1,0.9
1902,29,4,0.2,0.1,0.9
1903,-10,22,0.2,0.1,0.9
1904,30,4,0.2,0.1,0.9
1905,6,10,0.2,0.1,0.9
1906,28,5,0.2,0.1,0.9
1907,16,16,0.2,0.1,0.9
1908,26,7,0.2,0.1,0.9
1909,29,4,0.2,0.1,0.9
1910,31,9,0.2,0.1,0.9
1911,-39,38,0.2,0.1,0.9
1912,-13,20,0.2,0.1,0.9
1913,48,20,0.2,0.1,0.9
1914,25,7,0.2,0.1,0.9
1915,19,7,0.2,0.1,0.9
1916,42,8,0.2,0.1,0.9
1917,21,19,0.2,0.1,0.9
1918,25,8,0.2,0.1,0.9
1919,31,3,0.2,0.1,0.9
1920,40,10,0.2,0.1,0.9
1921,-1,15,0.2,0.1,0.9
1922,18,5,0.2,0.1,0.9
1923,-31,51,0.2,0.1,0.9
1924,24,8,0.2,0.1,0.9
1925,-7,19,0.2,0.1,0.9
1926,-170,109,0.2,0.1,0.9
1927,-10,26,0.2,0.1,0.9
1928,44,7,0.2,0.1,0.9
1929,4,8,0.2,0.1,0.9
1930,27,5,0.2,0.1,0.9
1931,-2,26,0.2,0.1,0.9
1932,34,16,0.2,0.1,0.9
1933,18,14,0.2,0.1,0.9
1934,19,5,0.2,0.1,0.9
1935,29,35,0.2,0.1,0.9
1936,43,8,0.2,0.1,0.9
1937,27,20,0.2,0.1,0.9
1938,26,17,0.2,0.1,0.9
1939,48,20,0.2,0.1,0.9
1940,41,9,0.2,0.1,0.9
1941,39,11,0.2,0.1,0.9
1942,3,14,0.2,0.1,0.9
1943,-7,38,0.2,0.1,0.9
1944,40,10,0.2,0.1,0.9
1945,-9,25,0.2,0.1,0.9
1946,18,20,0.2,0.1,0.9
1947,37,13,0.2,0.1,0.9
1948,25,8,0.2,0.1,0.9
1949,13,17,0.2,0.1,0.9
1950,38,12,0.2,0.1,0.9
1951,4,9,0.2,0.1,0.9
1952,1,19,0.2,0.1,0.9
1953,27,12,0.2,0.1,0.9
1954,26,6,0.2,0.1,0.9
1955,31,4,0.2,0.1,0.9
1956,20,23,0.2,0.1,0.9
1957,40,10,0.2,0.1,0.9
1958,12,9,0.2,0.1,0.9
1959,46,6,0.2,0.1,0.9
1960,-21,34,0.2,0.1,0.9
1961,32,18,0.2,0.1,0.9
1962,15,23,0.2,0.1,0.9
1963,31,3,0.2,0.1,0.9
1964,30,4,0.2,0.1,0.9
1965,14,31,0.2,0.1,0.9
1966,5,11,0.2,0.1,0.9
1967,15,10,0.2,0.1,0.9
1968,-29,32,0.2,0.1,0.9
1969,33,2,0.2,0.1,0.9
1970,-2,27,0.2,0.1,0.9
1971,33,18,0.2,0.1,0.9
1972,-14,42,0.2,0.1,0.9
1973,-20,39,0.2,0.1,0.9
1974,48,26,0.2,0.1,0.9
1975,34,24,0.2,0.1,0.9
1976,27,18,0.2,0.1,0.9
1977,30,18,0.2,0.1,0.9
1978,32,15,0.2,0.1,0.9
1979,13,9,0.2,0.1,0.9
1980,23,15,0.2,0.1,0.9
1981,27,5,0.2,0.1,0.9
1982,12,4,0.2,0.1,0.9
1983,23,10,0.2,0.1,0.9
1984,39,11,0.2,0.1,0.9
1985,28,6,0.2,0.1,0.9
1986,-9,25,0.2,0.1,0.9
1987,26,15,0.2,0.1,0.9
1988,17,15,0.2,0.1,0.9
1989,-34,30,0.2,0.1,0.9
1990,17,20,0.2,0.1,0.9
1991,49,18,0.2,0.1,0.9
1992,28,5,0.2,0.1,0.9
1993,30,4,0.2,0.1,0.9
1994,19,13,0.2,0.1,0.9
1995,32,19,0.2,0.1,0.9
1996,25,6,0.2,0.1,0.9
1997,36,12,0.2,0.1,0.9
1998,38,18,0.2,0.1,0.9
1999,9,28,0.2,0.1,0.9
